"name","icono","range","tags","description"
"Invertir Gravedad","transmutacion.png",7,"[Rango 7][Transmutación][Concentración]","Escoges un punto a un máximo de 40
metros de ti. Durante 1 minuto, en un
radio de 20 metros de ese punto, se crea
un área de gravedad invertida de hasta
40 metros de alto, en el que todas las
criaturas y objetos que no estén anclados
al suelo caerán hacia arriba y llegarán al
techo del área. Si en la caída una criatura
impacta con un objeto sólido, recibirá el
daño de caída habitual. De otro modo,
quedará flotando en el límite superior
del área del conjuro.
Cualquier criatura afectada puede
superar una salvación de Reflejos para
aferrarse a algún objeto fijado al suelo y
que esté a su alcance.
Al finalizar el conjuro, las criaturas y
objetos afectados vuelven a caer hacia
abajo.
"
"Invisibilidad","ilusion.png",2,"[Rango 2][Ilusión][Concentración]","Tocas a una criatura y la haces [Invisible]
durante 1 hora. Los objetos que lleve
encima la criatura también se ven
afectados. El conjuro finaliza cuando el
objetivo ataca o lanza un conjuro.
<br><br><b>Potenciación</b>. Eliges como objetivo a
una criatura adicional por cada rango
que aumentes.
"
"Invisibilidad Mayor","ilusion.png",4,"[Rango 4][Ilusión][Concentración]","Tocas a una criatura y la haces [Invisible]
durante 1 minuto. Los objetos que lleve
encima la criatura también se ven afectados. El conjuro no finaliza cuando el
objetivo ataca o lanza un conjuro.
"
"Invocación Instantánea","conjuracion.png",6,"[Rango 6][Conjuración][Coste 10 pr][Ritual]","Meditas durante 1 minuto y tocas un
objeto de menos de 10 kg de peso y un
zafiro —su precio ya está incluido en el
coste del conjuro—. De esta forma, inscribes el verdadero nombre del objeto
en el zafiro.
En cualquier momento puedes utilizar
tu acción para pronunciar el nombre del
objeto y pulverizar el zafiro con tu mano.
El conjuro finaliza y el objeto aparece de
forma instantánea en lugar del polvo del
zafiro, teleportándose desde cualquier
lugar, sin importar la distancia o si se
encuentra en otro mundo.
Si otra criatura sujeta o porta el objeto,
este no se transportará a tu mano, sino
que en su lugar recibes la información
de quién es la criatura que lo posee y
dónde está en ese momento.
"
"Jarra Mágica","necromancia.png",6,"[Rango 6][Nigromancia][Coste 5 pr][Extenuante]","Empleas 1 minuto para extraer tu alma
de tu cuerpo e introducirla en una piedra
preciosa o un contenedor ornamental
—su precio ya está incluido en el coste
del conjuro—. Mientras tu alma se encuentre en el objeto, tu cuerpo entra en
estado catatónico y puedes tener consciencia de tu entorno como si estuvieras
en el lugar del objeto.
En este estado, lo único que puedes hacer es trasladar tu alma fuera del objeto
un máximo de 40 metros, hasta tu cuerpo o hasta el de una criatura [Humanoide]
que desees poseer.
Si trasladas tu alma hacia una criatura,
puedes poseerla. La criatura puede superar una salvación de Voluntad para evitar
la posesión y volverse invulnerable a tus
posesiones durante 24 horas.
Una vez posees un cuerpo, tus rasgos
pasan a reemplazarse por los de la criatura, pero mantienes tus puntuaciones
de Inteligencia, Sabiduría y Carisma y
los rasgos y talentos de tu clase.
El alma de la criatura poseída queda
encerrada en el objeto contenedor y,
aunque es consciente de lo que le rodea,
no podrá salir del mismo, salvo que
decidas emplear una acción para volver
al objeto —debe estar a un máximo de
40 metros de ti—.
Si el cuerpo de la criatura poseída muere
mientras estás dentro de él, la criatura
muere y debes superar una salvación de
Voluntad para volver al objeto contenedor y expulsar al alma que habita en él
—debe estar a un máximo de 40 metros
de ti—. De no lograrlo, mueres. Si el objeto contenedor es destruido,
tu alma regresará inmediatamente a tu
cuerpo. Si tu cuerpo está a una distancia
mayor de 40 metros de ti o está muerto,
mueres. Si el alma de la criatura poseída
está dentro del objeto contenedor
cuando este es destruido, regresa a su
cuerpo si se encuentra a un máximo de
40 metros. Si no, la criatura muere.
Cuando el conjuro finaliza, el objeto
contenedor se destruye.
"
"Jaula de Fuerza","evocacion.png",7,"[Rango 7][Evocación][Coste 15 pr]","Eliges un punto a 40 metros de ti. En
ese punto brota una prisión inmóvil e
[Invisible] de fuerza arcana, que permanece durante 1 hora. La prisión puede
tener hasta 4 metros de lado, y está formada por una barrera sólida que bloquea
el paso y el lanzamiento de conjuros.
En el momento de lanzar el conjuro,
cualquier criatura que esté en el área,
queda atrapada. Si la criatura está
cubierta parcialmente por el área, o es
demasiado grande para estar en ella, es
empujada fuera.
Una criatura encerrada puede intentar
utilizar cualquier conjuro o talento para
teleportarse fuera de la prisión, siempre
y cuando supere una salvación de Voluntad. Si falla esta salvación no puede
salir y su conjuro se desperdicia. La jaula
también se extiende al Reflejo.
El conjuro Disipar Magia no elimina
la jaula.
"
"Jugar con Fuego","evocacion.png",0,"[A Voluntad][Evocación]","Tocas un objeto y enciendes una pequeña llama sobre él. Si el objeto no está
preparado para arder, la llama se apagará
con rapidez.
"
"Laberinto","conjuracion.png",8,"[Rango 8][Conjuración][Concentración]","Escoges una criatura visible a un
máximo de 24 metros de ti. Destierras
la criatura a un semimundo laberíntico
durante 10 minutos o hasta que consiga
huir del laberinto.
La criatura puede utilizar una acción
y superar una prueba de Inteligencia
CD 20 para salir del laberinto y dar por
finalizado el conjuro.
Cuando el conjuro finalice, el objetivo
reaparece donde estaba. Si el espacio
está ocupado aparece en el lugar desocupado más cercano.
"
"Labia","transmutacion.png",8,"[Rango 8][Transmutación][Concentración]","Durante 1 hora, cuando realices una
prueba de atributo de Carisma, puedes
sustituir el resultado de tu tirada por un
15. Además, la magia que se emplee para
vislumbrar si estás diciendo la verdad
indicará que estás siendo honesto.
"
"Levitar","transmutacion.png",2,"[Rango 2][Transmutación][Concentración]","Escoges una criatura o un objeto que
puedas ver, que no pese más de 250 Kg
y que se encuentre a un máximo de 24
metros de ti. El objetivo se eleva verticalmente hasta un máximo de 8 metros
y permanece suspendido en el aire. Si el
objetivo es una criatura, esta puede decidir realizar una salvación de Fortaleza
para evitar el efecto del conjuro.
Puedes cambiar la altitud del objetivo
hasta 8 metros empleando una acción.
Si el objetivo eres tú, puedes ascender o
descender como parte de tu movimiento.
El conjuro finaliza cuando el objetivo
se aleja a más de 24 metros de ti o tras
pasar 10 minutos. Al dejar de levitar, si el objetivo sigue en el aire aterriza
suavemente en el suelo.
"
"Libertad de Movimiento","abjuracion.png",4,"[Rango 4][Abjuración]","Tocas a una criatura. Durante 1 hora, el
movimiento del objetivo no se ve afectado por la clave [Terreno Difícil], ni por
otros conjuros y efectos mágicos que
reduzcan su velocidad, o le impongan
los estados de [Paralizado] o [Frenado]. La
criatura puede emplear 2 metros de su
movimiento para liberarse automáticamente de contenciones no mágicas, tales
como unas esposas o una criatura que
la esté imponiendo la clave [Apresado].
Además, estar bajo el agua no impone
penalizadores al movimiento ni a los
ataques de la criatura.
"
"Ligadura de los Mundos","abjuracion.png",5,"[Rango 5][Abjuración][Coste 10 pr][Diario]","Meditas durante 1 hora sobre una
criatura visible a un máximo de 24
metros de ti y que tenga las claves
[Celestial], [Elemental], [Feérico], [Infernal]
o [Muerto Viviente]. Si en cualquier momento esta criatura deja de estar visible
o se aleja más de 24 metros, el conjuro
fallará. Tras completar el tiempo de lanzamiento, la criatura debe realizar una
salvación de Voluntad. Si no la supera,
tomas el control de su voluntad durante
24 horas. Aunque la criatura será consciente de este conjuro, obedecerá todas
tus órdenes.
<br><br><b>Potenciación</b>. Al lanzar este conjuro
puedes hacerlo como un conjuro de
rango 6 para aumentar la duración a
10 días. Si lo lanzas como un conjuro
de rango 7, la duración aumenta a 30
días, mientras que si empleas el conjuro
como un rango 8 aumenta a 180 días.
Por último, si empleas un rango 9, la
criatura estará ligada a ti 1 año y 1 día.
"
"Llama Continua","evocacion.png",2,"[Rango 2][Evocación][Coste 50 pn]","Haces brotar una llama de un objeto que
tocas. El efecto es el mismo que el de
la llama de una antorcha normal, salvo
que no da calor ni consume oxígeno.
Esta llama continua puede taparse y esconderse, pero nunca podrá extinguirse,
salvo que el conjuro se disipe.
"
"Lluvia de Meteoritos","conjuracion.png",9,"[Rango 9][Conjuración][Extenuante]","Creas cuatro meteoritos que impactan
en cuatro puntos visibles diferentes a un
máximo de 2 km de ti.
Cada meteorito cae en el punto que
elijas, y afecta un área de 16 metros de
radio. Todas las criaturas y objetos en el
área sufren 20d6 puntos de daño de fuego y 20d6 puntos de daño contundente,
o la mitad si se supera una salvación de
Reflejos con éxito.
Ninguna criatura u objeto puede
verse afectada por el daño de más de
una explosión.
"
"Localizar Animales o Plantas","adivinacion.png",2,"[Rango 2][Adivinación][Ritual]","Describes un tipo específico de criatura
de tipo [Bestia] o [Planta]. Concentrándote en la voz de la naturaleza, presientes
la dirección y distancia a la que está la
criatura o planta escogida más cercana
siempre que se encuentre en un radio
inferior a 10 km de ti.
"
"Localizar Criatura","adivinacion.png",4,"[Rango 4][Adivinación][Concentración]","Describes una criatura que te sea familiar
y, durante 1 hora, presientes la dirección
en donde se encuentra, siempre y cuando esté a menos de 400 metros de ti. Si
la criatura está en movimiento, conoces
la dirección y el sentido del mismo.
"
"Localizar Objeto","adivinacion.png",2,"[Rango 2][Adivinación][Concentración]","Describes un objeto que te es familiar
y durante 10 minutos presientes la dirección en la que se encuentra, siempre
y cuando esté a menos de 400 metros
de ti. Si el objeto está en movimiento,
conoces la dirección y el sentido de
su marcha.
"
"Luces Danzantes","evocacion.png",0,"[A Voluntad][Evocación][Concentración]","Creas cuatro orbes luminosos del tamaño de una antorcha a un máximo de 48
metros de ti. Estos orbes desprenden
luz tenue en un radio de 4 metros, flotan
por el aire durante 1 minuto y pueden
combinarse para crear diferentes formas.
Como acción bonus, puedes mover los
orbes hasta 24 metros siempre y cuando
no se alejen de ti más de 48 metros y ni
8 metros de otro orbe.
"
"Luz del Día","evocacion.png",3,"[Rango 3][Evocación]","Escoges un punto o un objeto a un
máximo de 24 metros de ti. Una esfera
de luz de 24 metros de radio se extiende
desde ese punto durante 1 hora. La esfera brilla con luz resplandeciente y arroja
luz tenue a otros 24 metros adicionales.
Cubrir totalmente la fuente de luz con
un objeto opaco bloquea la luz.
Si alguna parte del área de este conjuro
se superpone con un área de oscuridad
creada por un conjuro de rango 3 o
inferior, el conjuro que creó la oscuridad
se disipa.
"
"Maldición","necromancia.png",3,"[Rango 3][Nigromancia][Concentración]","Maldices a una criatura que toques
durante 1 minuto. Cuando lanzas este
conjuro, elige la naturaleza de la maldición que le aflige:
• Desventaja en las salvaciones del
tipo que elijas.
• Desventaja en las pruebas del
atributo que elijas.
• Desventaja en las tiradas de ataque
que realice contra ti.
• Al comienzo de cada turno, la
criatura debe superar una salvación
de Voluntad o malgasta el turno sin
hacer nada.
• Tus ataques y lanzamientos de conjuros sobre el objetivo le causan un
daño extra de 1d8 puntos de daño
de oscuridad.
Como alternativa a lo propuesto puedes
elegir un efecto diferente para la maldición que en ningún caso debería ser
más poderoso que los efectos descritos
anteriormente. El Árbitro tiene la última
palabra sobre el efecto propuesto.
<br><br><b>Potenciación</b>. Cuando lanzas este conjuro puedes hacerlo como un conjuro
de rango 4 para aumentar la duración
hasta 10 minutos. Si lo lanzas como
un rango 5, la duración pasa a ser de 8
horas. Si empleas un rango 7, durará 24
horas, mientras que si es de rango 9 el
conjuro dura indefinidamente. Usando
un espacio de conjuros de rango 5 o
superior, la duración del conjuro no
requiere [Concentración].
"
"Mano Arcana","evocacion.png",5,"[Rango 5][Evocación][Concentración]","Creas una mano compuesta de materia
arcana durante 1 minuto en un lugar
visible a un máximo de 48 metros de ti.
La mano se moverá según tus órdenes,
imitando los movimientos de tu propia
mano. Tiene CA 20, FUE +8, DES +0
y tantos PG como tus PG máximos. Si
los PG de la mano descienden a 0 PG, el
conjuro finaliza. Puedes emplear una acción bonus para
hacer que la mano haga uno de los
siguientes movimientos especiales:
• Apresar. La mano puede imponer
la clave [Apresado] a una criatura
que no posea la clave [Gigantesco] y
que se encuentre a 2 metros de ella.
Utiliza el rasgo de FUE de la mano
para resolver la presa. Si el objetivo
es de tamaño [Medio], [Pequeño] o
[Diminuto], tienes ventaja. Además,
mientras la mano está agarrando al
objetivo, puedes utilizar una acción
bonus para que la mano lo aplaste y
le provoque tantos puntos de daño
contundentes como 2d6 + tu modificador de atributo de conjuros.
• Empujar. La mano intenta empujar a una criatura que esté a un
máximo de 2 metros de ella en la
dirección que elijas. Realiza una
prueba enfrentada de Fuerza entre
la mano (FUE +8) y la criatura escogida. Si el objetivo es de tamaño
[Medio], [Pequeño] o [Diminuto], tienes ventaja. Si tiene éxito, la mano
empuja a la criatura un máximo
de 6 metros.
• Interponerse. La mano se interpone entre la criatura que escojas
y tú, moviéndose de forma automática para quedarse siempre entre
ambos, proporcionándote media
cobertura e impidiendo el paso. Si
la criatura tiene una fuerza mayor
a 26, podrá pasar por el espacio
que ocupa la mano como si fuera
[Terreno Difícil].
• Puñetazo. La mano golpea a una
criatura u objeto que esté a un
máximo de 2 metros de ella. Realiza un ataque de conjuro cuerpo
a cuerpo utilizando tus rasgos.
Si impacta, el objetivo sufre 4d8
puntos de daño místico.
<br><br><b>Potenciación</b>. Incrementas el daño que
causa la mano por aplastar en 2d6 y el
daño que causa un puñetazo 2d8 por
cada rango que aumentes.
"
"Mano Espectral","conjuracion.png",0,"[A Voluntad][Conjuración]","Una mano espectral aparece en un punto
de tu elección a un máximo de 12 metros
de ti. Empleando una acción puedes
controlar la mano para desplazarla hasta
12 metros por turno y realizar multitud
de tareas, sin embargo, algunas acciones
como Atacar, Activar Objetos Mágicos,
abrir puertas o contenedores cerrados
con llave, o transportar más de 4 kg
son demasiado complejas para poder
realizarlas con este conjuro.
La mano desaparece tras 1 minuto, si
empleas una acción para disiparla, si se
aleja más de 12 metros de ti o si lanzas el
conjuro de nuevo.
"
"Manos Ardientes","evocacion.png",1,"[Rango 1][Evocación]","Mientras sostienes tus manos con
los pulgares tocándose y los dedos
separados, una delgada capa de llamas
se extiende frente a ti en un cono de 6
metros. Cada criatura en el área afectada
debe realizar una salvación de Reflejos.
Si no la supera, sufre 3d6 puntos de
daño de fuego. Una criatura que tenga
éxito solo recibe la mitad de daño.
<br><br><b>Potenciación</b>. Incrementas el daño 1d6
por cada rango que aumentes.
"
"Mansión Magnífica de Eranian","conjuracion.png",7,"[Rango 7][Conjuración][Coste 15 pn][Diario]","Empleas 1 minuto en crear una mansión
extradimensional de hasta 1.000 m 2 a un
máximo de 120 metros de ti. La única
entrada de la morada es una entrada
brillante que se vuelve [Invisible] si la
cierras —solo tú puedes hacerlo—. Al pasar la entrada hay un espléndido
vestíbulo con gran cantidad de habitaciones, decoradas como a ti más te
guste. La mansión contiene suficiente
comida para servir un banquete de 9
platos para un total de 100 personas y
tiene un servicio de 100 sirvientes que
atienden a quienes entran.
Estos sirvientes tienen la apariencia
que desees y pueden realizar cualquier
acción que desees pero, al igual que los
objetos y el mobiliario creados por el
conjuro, se convierten en humo si salen
fuera de la mansión.
Tras 24 horas, el conjuro finaliza y cualquier criatura dentro de la mansión se
expulsa junto al portal.
"
"Marchitar","necromancia.png",4,"[Rango 4][Nigromancia]","Escoges una criatura visible a un
máximo de 12 metros de ti y drenas
su vitalidad empleando una poderosa
energía nigromántica. La criatura sufre
8d8 puntos de daño de oscuridad, aunque puede reducir a la mitad este daño
superando una salvación de Fortaleza.
Este conjuro no afecta a criaturas con
la clave [Muerto Viviente] o [Constructo]
y es especialmente peligroso contra las
criaturas con la clave [Planta], quienes
tienen desventaja en la salvación. Si
empleas este conjuro sobre una planta
común, se marchitará y morirá.
<br><br><b>Potenciación</b>. Incrementas el daño 1d8
por cada rango que aumentes.
"
"Mastín Fiel","conjuracion.png",4,"[Rango 4][Conjuración]","Invocas un perro guardián espectral a
un máximo de 12 metros de ti, donde
permanecerá durante 8 horas, hasta que
disipes el conjuro con una acción o hasta que te muevas a más de 40 metros de
él. El guardián es [Invisible] para todas las
criaturas excepto para ti y no puede ser
dañado. Cuando una criatura que no sea
de tamaño [Diminuto] se acerca a menos
de 12 metros sin haber pronunciado
primero la contraseña que tú hayas especificado al lanzar el conjuro, el guardián
empieza a ladrar a un volumen alto. Este
sabueso puede ver en el Reflejo, a las
criaturas con la clave [Invisible] e ignora
las ilusiones.
Al inicio de cada uno de tus turnos, el
guardián puede intentar morder a una
criatura situada a 2 metros de él que
sea hostil hacia ti. El modificador de
impacto del perro guardián es igual a
tu modificador de atributo para el lanzamiento de conjuros + tu bonificador
de competencia. Si logra impactar, causa
4d8 puntos de daño perforante.
"
"Mensaje","transmutacion.png",0,"[A Voluntad][Transmutación]","Señalas una criatura a un máximo de 48
metros de ti y susurras un mensaje. El
objetivo escucha el mensaje y puede responder con otro susurro inmediatamente. Estos mensajes no son perceptibles
por terceras personas, aunque habitualmente hubieran podido escucharlos.
"
"Mensaje Onírico","ilusion.png",5,"[Rango 5][Ilusión]","Meditas durante 1 minuto y moldeas los
sueños de una criatura que conozcas,
que esté en el mismo mundo que tú y
que no tenga la clave [Feérico]. Una criatura voluntaria que escojas o tú entráis
en un estado de trance durante 8 horas,
actuando como mensajeros. Mientras
está en trance, el mensajero no puede
llevar a cabo acciones, pero es consciente de lo que sucede a su alrededor.
El mensajero puede modelar los sueños
de la criatura escogida para comunicarle
lo que desee, mensaje que recordará
nítidamente al despertar. También puede mostrarse en forma de
pesadilla, tras la cual, la víctima debe
superar una salvación de Voluntad o
no recibe beneficio por descansar y
sufre 3d6 puntos de daño psíquico. Si
el lanzador del conjuro posee una parte
del cuerpo de la víctima, un mechón del
pelo o restos de uñas cortadas, la víctima
tiene desventaja en la salvación.
"
"Mensajero Animal","encantamiento.png",2,"[Rango 2][Encantamiento][Ritual]","Elige una criatura [Bestia] de tamaño
[Diminuto] visible a un máximo de 12
metros de ti. Especifica una ubicación,
que debes haber visitado previamente,
y un destinatario que coincida con una
descripción general. Mientras dure el
conjuro, la bestia objetivo viaja hasta la
ubicación elegida. Si es una bestia alada,
cubrirá alrededor de 100 km cada 24
horas, si es otro tipo de bestia cubrirá
50km en el mismo tiempo.
Cuando el mensajero llegue a su destino, entregará un mensaje de hasta 25
palabras a la criatura que has descrito,
imitando el sonido de tu voz. El mensajero solo hablará con una criatura que
coincida con la descripción dada. Si el
mensajero no alcanza su destino antes
de que el efecto del conjuro finalice, se
pierde, y la [Bestia] regresa al lugar donde
lanzaste el conjuro. Dura 24 horas.
<br><br><b>Potenciación</b>. La duración del conjuro aumenta 48 horas por cada rango
que aumentes.
"
"Mente en Blanco","abjuracion.png",8,"[Rango 8][Abjuración]","Tocas a una criatura y la vuelves inmune
al daño psíquico durante 24 horas. Además, la criatura se vuelve invulnerable a la
lectura de pensamientos, a los conjuros
de [Adivinación], al estado [Encantado] e
incluso a los efectos mentales que pueda
tener un conjuro de Deseo.
"
"Miedo","ilusion.png",3,"[Rango 3][Ilusión][Concentración]","Todas las criaturas situadas en un cono
de 12 metros deben superar una salvación de Voluntad o dejar caer cualquier
cosa que sujeten y quedar bajo la clave
[Asustado] durante 1 minuto. Además, la
criatura debe usar su acción para alejarse
de ti por el camino más seguro y corto
posible. Si la criatura termina su turno
en un lugar desde el que no te puede ver,
puede repetir la salvación para cancelar
en ella el efecto del conjuro.
"
"Mirada Penetrante","necromancia.png",6,"[Rango 6][Nigromancia][Concentración]","Durante 1 minuto, tus ojos toman un
aterrador color morado oscuro. La criatura visible que escojas es afectada por
uno de los siguientes efectos, siempre y
cuando se encuentre a un máximo de 24
metros de ti:
• La criatura recibe los efectos
del conjuro Dormir de forma
indefinida, hasta que reciba daño o
hasta que otra criatura emplee una
acción para despertarla.
• La criatura queda en estado
[Asustado] y debe emplear sus acciones para alejarse de ti. Si se aleja
a más de 24 metros de ti, el efecto
termina.
• La criatura tiene desventaja en las
tiradas de ataque y pruebas de atributo. Al final de cada uno de sus
turnos, puede intentar superar una
salvación de Voluntad para anular
los efectos del conjuro.
Cuando eliges un efecto, la criatura
escogida puede evitar sus efectos
superando una salvación de Voluntad.
Si lo consigue, se vuelve inmune a este
conjuro durante 1 minuto.
Durante los siguientes turnos, y hasta
que el conjuro finalice, puedes realizar
una acción para aplicar uno de los tres efectos a una criatura que todavía no
haya superado la salvación de Voluntad para evitar uno de los efectos de
este conjuro.
"
"Misión","encantamiento.png",5,"[Rango 5][Encantamiento][Diario]","Meditas durante 1 minuto y colocas
una orden mágica en una criatura que
puedas ver y que no esté a más de 24
metros de ti. Si la criatura no supera una
salvación de Voluntad queda en estado
[Encantado] durante 30 días y debe cumplir una orden tuya que no implique una
muerte cierta. Si durante el tiempo que
dure el conjuro la criatura intenta actuar
de forma opuesta a tus instrucciones,
recibirá 5d10 puntos de daño psíquico.
La criatura debe poder entenderte para
que el conjuro tenga efecto en ella. Además, un conjuro de Quitar Maldición,
de Restablecimiento Mayor o de Deseo
puede finalizar los efectos de Misión.
"
"Modificar Recuerdos","encantamiento.png",5,"[Rango 5][Encantamiento][Concentración]","Modelas los recuerdos de una criatura
visible que se encuentre a 12 metros o
menos de ti. La criatura debe superar
una salvación de Voluntad en la que tendrá ventaja si está combatiendo contra
ti. Si no supera la salvación, queda bajo
las claves [Encantado] e [Incapacitado] durante 1 minuto. Además, es incapaz de
percibir su entorno más allá de escuchar
tu voz. Si sufre daño o es objetivo de
otro conjuro, este conjuro finaliza y
ningún recuerdo es modificado.
Mientras el conjuro esté activo puedes
modificar la memoria del objetivo sobre
un evento que haya experimentado
en las últimas 24 horas y que no haya
durado más de 10 minutos. Debes hablar al objetivo para describir cómo sus
recuerdos quedan afectados, y debe ser
capaz de entender el idioma en el que
hablas.
Un conjuro de Quitar Maldición o de
Restablecimiento Mayor sobre la víctima, restaura sus verdaderos recuerdos.
<br><br><b>Potenciación</b>. Alteras los recuerdos
del objetivo de una antigüedad de hasta
7 días (rango 6), 30 días (rango 7), 1
año (rango 8) o cualquier momento del
pasado de la criatura (rango 9).
"
"Muro Arcano","evocacion.png",5,"[Rango 5][Evocación][Concentración]","Creas un muro [Invisible] en un punto a
un máximo de 48 metros de ti. El muro
es de 1 centímetro de grosor, de cualquier altura y de una longitud máxima
de 20 metros, puede tomar forma recta
o de cúpula y permanecerá en pie 10 minutos. Si el muro atraviesa a una criatura
cuando aparece, la empuja hacia el lado
que desees.
El muro es inmune a todo el daño, no
puede ser atravesado y no puede ser
disipado por Disipar Magia. El conjuro
Desintegrar destruye el muro instantáneamente. No es posible que nadie entre
ni salga del muro mediante el viaje por
otros mundos.
"
"Muro de Espinas","conjuracion.png",6,"[Rango 6][Conjuración][Concentración]","Creas un muro de arbustos de afiladas
espinas a un máximo de 48 metros de
ti. El muro bloquea toda línea de visión,
puede tener una longitud de hasta 24
metros, un grosor máximo de 4 metros
y dura 10 minutos.
Cuando el muro aparece, todas las
criaturas que se encuentren sobre él
reciben 7d8 puntos de daño perforante.
Si superan una salvación de Reflejos,
reciben la mitad de daño.
Cualquier criatura puede intentar traspasar el Muro de Espinas, para lo que
necesitará emplear 8 metros de movimiento por cada 2 metros que avance.
Además, cada vez que la criatura entre en el muro o finalice su turno dentro
del mismo, recibe 7d8 puntos de daño
cortante. Si supera una salvación de
Reflejos recibe la mitad del daño.
<br><br><b>Potenciación</b>. Incrementas el daño realizado por el muro 1d8 por cada rango
que aumentes.
"
"Muro de Fuego","evocacion.png",4,"[Rango 4][Evocación][Concentración]","Incendias una superficie sólida a un
máximo de 48 metros de ti. Las llamas
crean un muro de fuego que se extiende
un máximo de 24 metros de longitud, 8
metros de alto y medio metro de grosor.
El muro es opaco y persiste durante 1 minuto. Al surgir, cada criatura dentro del
área afectada debe realizar una salvación
de Reflejos. Si falla en la tirada, recibirá
5d8 puntos de daño de fuego y, si logra
superar la salvación, tan solo la mitad.
La cara del muro que elijas inflige 5d8
puntos de daño por fuego a cada criatura que finalice su turno a 4 metros o
menos. El muro realiza daño siempre
que una criatura entre o termine su
turno en el área afectada. El otro lado
del muro no hace daño.
<br><br><b>Potenciación</b>. Incrementas el daño 1d8
por cada rango que aumentes.
"
"Muro de Hielo","evocacion.png",6,"[Rango 6][Evocación][Concentración]","Creas un muro de hielo a un máximo de
48 metros de ti. El muro bloquea toda
línea de visión, puede tener una longitud
de hasta 24 metros, un grosor de hasta 4
metros y dura 10 minutos.
Cuando el muro aparece, todas las criaturas que se encuentren sobre él son empujadas y reciben 10d6 puntos de daño
de escarcha. Si superan una salvación de
Reflejos, reciben la mitad de daño.
El muro tiene una CA 12 y 30 PG por
cada cubo de 2 metros y es vulnerable al
daño de tipo fuego. Una sección destruída deja una humareda congelante que
inflige a quien la atraviese 5d6 puntos de
daño de escarcha, o la mitad si se supera
una salvación de Fortaleza.
<br><br><b>Potenciación</b>. Incrementas el daño
realizado por la aparición del muro 2d6
y por la humareda congelante 1d6 por
cada rango que aumentes.
"
"Muro de Piedra","evocacion.png",5,"[Rango 5][Evocación][Concentración]","Creas un muro de piedra no mágica
durante 10 minutos en un punto a un
máximo de 48 metros de ti. El muro
tiene 20 centímetros de grosor, hasta 4
metros de altura y 40 metros de longitud. Si el muro atraviesa a una criatura
cuando aparece, la empuja hacia el lado
que desees.
El muro es un objeto hecho de piedra
que tiene una CA 15 y 250 PG. Reducir
el muro a 0 PG lo destruye.
Si mantienes la concentración en este
conjuro por toda su duración, el muro
se convierte en permanente y no puede
ser disipado. Si el conjuro finaliza antes,
el muro desaparece.
"
"Muro de Viento","evocacion.png",3,"[Rango 3][Evocación][Concentración]","Haces surgir un muro de fuerte viento
en un punto a un máximo de 48 metros
de ti, que se mantiene durante 1 minuto.
El muro tiene 20 metros de largo, 6
metros de alto y medio metro de grosor.
Puedes moldear el muro de cualquier
forma que elijas siempre y cuando hagas
un camino continuo a lo largo del suelo.
Cuando el muro aparece, cada criatura
dentro del área debe realizar una salvación de Fortaleza. Una criatura sufre
3d8 puntos de daño contundente con
un fallo, o la mitad del daño con un
éxito. El viento impide el paso de la niebla, el humo y otros gases. Además, las
criaturas u objetos voladores no pueden
atravesar el muro.
"
